Nome,Classe,Tipo de Ativo,Bolsa Fonte,Ativo Cancelado,CNPJ,Número de emissão,Serie,Codigo,Setor NAICS ult disponiv,Agente Fiduciário,Líder,Banco Mandatário,Incentivada Lei 12.431,Volume,Data de emissão,Vencimento/Repactuação,Referência NTN-B,Remuneração,Amortização,Espécie,Tipo de Debênture,Índice de correção,Data da Últ Cotação,Taxa (YTM) [%],Máximo da Taxa (YTM) 12 meses [%],Data do Máximo Taxa (YTM) 12 meses,Taxa Atual vs Máx 12m [%],PU [R$],Máximo do PU 12 meses [R$],Data do Máximo PU 12 meses,PU Atual vs Máx 12m [%],Duration [dias úteis],Taxa de Compra [%],Taxa de Venda [%],Retorno 1 dia [%],Prêmio vs CDI 1 dia [% do CDI],Retorno 6 meses [%],Prêmio vs CDI 6 meses [% do CDI],Retorno 12 meses [%],Prêmio vs CDI 12 meses [% do CDI],Retorno no Ano [%],Prêmio vs CDI no Ano [% do CDI],Retorno do Início [%],Prêmio vs CDI do Início [% do CDI],Volatilidade 12 meses [%],Sharpe 12 meses,Máx Retorno Mensal (últ. 12 meses) [%],Máx Prêmio Mensal (últ. 12 meses) [% do CDI],Mín Retorno Mensal (últ. 12 meses) [%],Mín Prêmio Mensal (últ. 12 meses) [% do CDI],Meses Positivos (últ. 12 meses) [unidades],Meses acima do CDI (últ. 12 meses) [unidades],Dias Positivos (últ. 12 meses) [%],Dias acima do CDI (últ. 12 meses) [%],Perda Máxima (últ. 12 meses) [%],Data do Pico Perda Máxima,Data do Fundo Perda Máxima,Tempo de Recuperação Perda Máxima em dias úteis,Data Recuperação Perda Máxima
Arteris,Emis 05/Ser 03,Título privado de renda fixa,Anbima,ativo,02919555000167,5,03,ARTR35,Atividades auxiliares ao transporte rodoviário,Vortx DTVM Ltda,Banco BTG Pactual SA,Banco Bradesco SA,Sim,161540000.00,15/10/2017,15/10/2024,15/08/2024,"Pagamento anual, nos dias 15-out. Primeiro em 15-out-2018 e última no vencimento",2 parcelas: 50% em 15-out-2023 e 50% no vencimento,Quirografária,IPCA Spread,"IPCA + 5,0935%",21/12/2020,,5.8028,27/04/2020,,,1196.373175,21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,0.00,21/12/2020,,,
Atmasa,Emis 01/Ser 01,Título privado de renda fixa,Anbima,ativo,04032433000180,1,1,CTAP11,Serviços de apoio a empresas,Oliveira Trust Dtvm SA,Itau Unibanco SA,Itau Cv SA,Não,212640000.00,15/12/2011,15/08/2030,,Pagamento semestral de 15-Jun-2012 até 15-Jun-2015. Pagamento trimestral de 15-Mar-2017 até vencimento.,16 parcelas trimestrais. Primeira em 15-Mar-2016 e última no vencimento.,Quirografária,DI Spread,"DI + 1,25%",17/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autoban - Conc do Sist Anhanguera Bandeirantes S/A,Emis 08/Ser uni,Título privado de renda fixa,Anbima,ativo,02451848000162,8,uni,ANHB18,Atividades auxiliares ao transporte rodoviário,Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,716514000.00,15/07/2017,15/07/2022,15/08/2022,Pagamento Semestral. nos dias 15-Jul e 15-Jan. Primeiro em 15-Jul-2018 e última no vencimento,Integral na data do Vencimento,Quirografária,IPCA Spread,"IPCA + 5,4705%",21/12/2020,,5.3637,27/03/2020,,,1227.462527,21/12/2020,,,,,,,7.82,793.83,9.70,345.34,9.03,333.83,,,4.84,1.43,2.03,1066.85,-3.98,-1175.06,11,11,,,-5.59,04/03/2020,27/03/2020,85,07/07/2020
Autoban - Conc do Sist Anhanguera Bandeirantes S/A,Emis 10/Ser uni,Título privado de renda fixa,Anbima,ativo,02451848000162,10,uni,ANHB10,Atividades auxiliares ao transporte rodoviário,Pentagono SA Dtvm,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,770000000.00,21/10/2019,21/10/2026,,"Pagamento semestral, nos dias 21-Abr e 21-Out. Primeiro em 21-Abr-2020 e último no vencimento.","14 parcelas semestrais, nos dias 21-Abr e 21-Out. Primeira em 21-Abr-2020 e última no vencimento.",Quirografária,DI Spread,"DI + 1,20%",21/12/2020,,,,,,,,,,,,,,5.21,528.96,,,,,,,,,3.97,1392.40,-8.55,-2526.64,,,,,-8.97,13/03/2020,09/04/2020,105,13/08/2020
Autopista Regis Bittencourt S/A,Emis 08/Ser 01,Título privado de renda fixa,Anbima,ativo,09336431000106,8,01,APRB18,Atividades auxiliares ao transporte rodoviário,Vortx DTVM Ltda,Banco BTG Pactual SA,Itau Unibanco SA,Sim,1000000000.00,15/10/2019,15/06/2031,15/08/2030,Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-jun-2021,Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2021,Quirografária,IPCA Spread,"IPCA + 4,50%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autopista Regis Bittencourt S/A,Emis 08/Ser 02,Título privado de renda fixa,Anbima,ativo,09336431000106,8,02,APRB28,Atividades auxiliares ao transporte rodoviário,Vortx DTVM Ltda,Banco BTG Pactual SA,Itau Unibanco SA,Não,700000000.00,15/10/2019,15/06/2027,,Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-jun-2021,Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2021,Quirografária,DI Spread,"DI + 0,86%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3,Emis 02/Ser uni,Título privado de renda fixa,Anbima,ativo,09346601000125,2,uni,BSA312,Bolsa de valores e commodities,Simplific Pavarini DTVM Ltda,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,1200000000.00,03/05/2019,03/05/2022,,Pagamento semestral. Nos dias 03-nov e 03-mai. Primeiro em 03-nov-2019,Integral na data do vencimento,Quirografária,DI Percentual,"102,8% do DI",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,0.38,342.15,0.11,70.25,,,,,-0.41,25/09/2020,02/10/2020,28,06/11/2020
B3,Emis 03/Ser uni,Título privado de renda fixa,Anbima,ativo,09346601000125,3,Uni,BSA313,Bolsa de valores e commodities,Simplific Pavarini DTVM Ltda,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,3550000000.00,14/08/2020,14/08/2024,,Pagamento Semestral. nos dias 14-ago e 14-fev. Primeiro em 14-fev-2021,Pagamento Anul. no dia 14-ago. Primeiro em 14-ago-2022,Quirografária,DI Spread,"DI + 1,75%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,0.39,345.05,0.39,345.05,,,,,-0.01,26/11/2020,27/11/2020,3,01/12/2020
Bandeirante Energ,Emis 07/Ser uni,Título privado de renda fixa,Anbima,ativo,02302100000106,7,uni,EBEN17,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Citibank SA,Não,150000000.00,07/04/2017,07/04/2022,,"Pagamento semestral, nos dias 07-Out e 07-Abr. Primeiro em 07-Out-2017 e última no vencimento","Pagamento semestral, nos dias 07-Out e 07-Abr. Primeiro em 07-Abr-2020 e última no vencimento",Quirografária,DI Percentual,"108,75% do DI",21/12/2020,,153.1018,18/08/2020,,,5970.936609,21/12/2020,,,,,,,1.73,176.08,2.79,99.41,2.68,99.03,,,0.66,-0.02,0.54,278.95,-0.42,-123.21,10,8,,,-1.03,18/03/2020,27/04/2020,57,10/06/2020
Bandeirante Energ,Emis 10/Ser uni,Título privado de renda fixa,Anbima,ativo,02302100000106,10,uni,EBENA0,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco J Safra SA,Banco Citibank SA,Não,200000000.00,30/03/2019,30/03/2024,,Pagamento Semestral. nos dias 30-mar e 30-set. Primeiro em 30-set-2019,Integral na data do vencimento,Quirografária,DI Percentual,"106,6% do DI",21/12/2020,,165.4841,06/08/2020,,,962.214914,15/12/2020,,,,,,,7.45,756.82,1.45,51.54,1.26,46.58,,,6.16,-0.19,2.19,1370.93,-7.00,-2069.71,10,9,,,-10.06,04/03/2020,27/04/2020,192,08/12/2020
Belo Monte Trans de Energia Spe S/A,Emis 02/Ser uni,Título privado de renda fixa,Anbima,ativo,20223016000170,2,uni,BLMN12,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Sim,580000000.00,15/11/2017,15/12/2031,15/08/2026,Pagamento semestral. nos dias 15-dez e 15-jun. Primeoro em 15-jun-2018 e última no venciemtno,Pagamento semestral. nos dias 15-dez e 15-jun. Primeiro em 15-dez-2018 e última no vencimento,Garantia Real,IPCA Spread,"IPCA + 7,1358%",21/12/2020,,6.2167,23/03/2020,,,1355.747614,21/12/2020,,,,,,,9.15,929.26,11.83,420.93,10.41,385.11,,,11.45,0.84,5.24,3002.08,-8.60,-2540.75,9,9,,,-11.76,04/03/2020,23/03/2020,87,09/07/2020
Bk Brasil,Emis 08/Ser uni,Título privado de renda fixa,Anbima,ativo,13574594000196,8,uni,BKBR18,Restaurantes e outros lugares para comer,Pentagono SA Dtvm,XP Investimentos CCTVM SA,Banco Bradesco SA,Não,400000000.00,15/10/2019,15/10/2024,,"Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Abr-2020 e último no vencimento.",Integral na data do Vencimento,Quirografária,DI Spread,"DI + 1,35%",21/12/2020,,,,,,,,,,,,,,7.92,804.90,,,,,,,,,2.28,1424.86,-10.19,-3010.17,,,,,-11.80,12/03/2020,14/04/2020,182,02/12/2020
BR Malls Par,Emis 07/Ser 01,Título privado de renda fixa,Anbima,ativo,06977745000191,7,01,BRML17,Locadora de imóveis,Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Não,600000000.00,11/03/2019,11/03/2025,,Pagamento semestral. nos dias 11-set e 11-mar. Primeiro em 11-set-2019 e última no vencimento,Integral na data do Vencimento,Quirografária,DI Percentual,"107,5% do DI",21/12/2020,,171.5108,14/04/2020,,,9540.402152,15/12/2020,,,,,,,6.70,680.56,1.35,48.20,1.03,38.08,,,5.26,-0.25,3.00,1246.41,-10.41,-3075.04,9,9,,,-13.16,20/02/2020,07/04/2020,201,10/12/2020
BRF SA,Emis 01/Ser 01,Título privado de renda fixa,Anbima,ativo,01838723000127,1,01,BRFS11,Abatedouros,Pentagono SA Dtvm,BB Banco de Investimento SA,Itau Unibanco SA,Não,70000000.00,30/04/2019,30/04/2022,,Pagamento Semestral. nos dias 30-out e 30-abr. Primeiro em 30-out-2019,Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,8%",21/12/2020,,3.492,09/04/2020,,,997.404019,21/12/2020,,,,,,,3.06,310.59,3.32,118.24,3.18,117.66,,,2.09,0.25,1.44,506.67,-3.08,-910.88,11,11,,,-4.44,10/03/2020,08/04/2020,94,24/07/2020
BRF SA,Emis 01/Ser 04,Título privado de renda fixa,Anbima,ativo,01838723000127,1,04,BRFS41,Abatedouros,Pentagono SA Dtvm,BB Banco de Investimento SA,Itau Unibanco SA,Não,268268000.00,30/04/2019,30/04/2026,,Pagamento Semestral. nos dias 30-out e 30-abr. Primeiro em 30-out-2019,2 Parcelas: 50% em 10-abr-2025 e 50% em 10-abr-2026,Quirografária,DI Spread,"DI + 1,45%",21/12/2020,,4.4111,09/04/2020,,,982.058058,03/12/2020,,,,,,,6.32,641.60,1.60,56.86,1.43,52.94,,,5.03,-0.21,4.91,1724.79,-11.39,-3366.27,11,10,,,-12.53,06/03/2020,09/04/2020,179,23/11/2020
Cachoeira Paulista Trans de Energia SA,Emis 01/Ser uni,Título privado de renda fixa,Anbima,ativo,05336882000184,1,uni,CPTE11,"Geração, transmissão e distribuição de energia elétrica",Oliveira Trust Dtvm SA,Banco Santander Brasil SA,Banco Bradesco SA,Não,220000000.00,11/11/2011,11/11/2023,15/08/2022,"Pagamento trimestral, nos dias 11-Fev, 11-Mai, 11-Ago e 11-Nov. Primeiro em 11-Fev-2012 e último no vencimento.","Parcela trimestral, nos dias 11-Fev, 11-Mai, 11-Ago e 11-Nov. Primeiro em 11-Fev-2012 e último no vencimento.",Quirografária,IPCA Spread,"IPCA + 7,8%",21/12/2020,,,,,,,,,,,,,,6.84,695.01,,,,,,,,,1.77,991.57,-2.33,-688.54,,,,,-4.87,04/03/2020,23/03/2020,83,03/07/2020
Cantareira Transmissora de Energia SA,Emis 01/Ser uni,Título privado de renda fixa,Anbima,ativo,20732109000120,1,uni,CTRR11,"Geração, transmissão e distribuição de energia elétrica",Oliveira Trust Dtvm SA,Banco Itau BBA SA,Itau Unibanco SA,Sim,100000000.00,15/12/2017,15/08/2032,15/08/2026,Pagamento Semestral. nos dias 15-fev e 15-ago. Primeiro em 15-ago-2018,Pagamento Semestral. nos dias 15-fev e 15-ago. Primeiro em 15-fev-2019,Garantia Real,IPCA Spread,"IPCA + 6,9094%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,2.91,2599.72,-1.67,-1061.60,,,,,-2.83,28/08/2020,28/09/2020,62,27/11/2020
Casan,Emis 02/Ser uni,Título privado de renda fixa,Anbima,ativo,82508433000117,2,uni,CASN12,"Água, esgoto e outros sistemas",Simplific Pavarini DTVM Ltda,Banco BTG Pactual SA,Oliveira Trust DTVM SA,Não,600000000.00,12/03/2019,12/03/2025,,Pagamento Semestral. nos dias 12-jun e 12-dez. Primeiro em 12-jun-2019,Pagamento Mensal. no dia 12. Primeiro em 12-set-2020,Quirografária,DI Spread,"DI + 5,75%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,4.94,3149.90,-0.19,-117.63,,,,,-0.39,20/08/2020,01/09/2020,16,14/09/2020
CCR SA,Emis 11/Ser 02,Título privado de renda fixa,Anbima,ativo,02846056000197,11,02,CCRDB1,Atividades auxiliares ao transporte rodoviário,Vortx DTVM Ltda,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,663234000.00,15/11/2017,15/11/2022,,"Pagamento semestral, nos dias 15-mai e 15-nov. Primeiro em 15-mai-2018 e última no vencimento",2 parcelas: 50% em 15-nov-2021 e 50% no vencimento,Quirografária,DI Spread,"DI + 0,95%",21/12/2020,,4.8344,15/04/2020,,,992.158943,21/12/2020,,,,,,,4.96,503.70,3.12,111.18,2.99,110.63,,,2.63,0.13,2.52,1294.32,-5.18,-1529.89,11,11,,,-6.44,13/03/2020,15/04/2020,101,07/08/2020
CCR SA,Emis 11/Ser 03,Título privado de renda fixa,Anbima,ativo,02846056000197,11,03,CCRDC1,Atividades auxiliares ao transporte rodoviário,Vortx DTVM Ltda,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,389940000.00,15/11/2017,15/11/2024,,"Pagamento semestral, nos dias 15-mai e 15-nov. Primeiro em 15-mai-2018 e última no vencimento",2 parcelas: 50% em 15-nov-2023 e 50% no vencimento,Quirografária,DI Spread,"DI + 1,50%",21/12/2020,,4.6969,15/04/2020,,,988.148713,21/12/2020,,,,,,,6.73,683.59,2.00,71.24,1.81,67.07,,,5.13,-0.13,3.24,1546.39,-8.40,-2482.30,10,10,,,-10.95,17/03/2020,08/04/2020,147,16/10/2020
CCR SA,Emis 11/Ser 04,Título privado de renda fixa,Anbima,ativo,02846056000197,11,04,CCRDD1,Atividades auxiliares ao transporte rodoviário,Vortx DTVM Ltda,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,176796000.00,15/11/2017,15/11/2024,15/08/2024,"Pagamento semestral, nos dias 15-mai e 15-nov. primeiro em 15-mai-2018 e última no vencimento",2 parcelas: 50% em 15-nov-2023 e 50% no vencimento,Quirografária,IPCA Spread,IPCA + 6%,21/12/2020,,6.1006,23/03/2020,,,1199.496569,18/12/2020,,,,,,,7.20,731.02,7.17,255.11,6.00,221.97,,,8.31,0.56,2.87,1318.34,-6.76,-1997.01,10,10,,,-9.63,04/03/2020,23/03/2020,128,04/09/2020
CCR SA,Emis 13/Ser uni,Título privado de renda fixa,Anbima,ativo,02846056000197,13,uni,CCROA3,Atividades auxiliares ao transporte rodoviário,Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Não,700000000.00,28/05/2020,28/05/2022,,"Pagamento Semestral, nos dias 28-nov e 28-mai. Primeiro em 28-nov-2020",Integral na data do vencimento,Quirografária,DI Spread,"DI + 3,20%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,2.61,1662.32,0.21,157.15,,,,,-0.07,27/10/2020,28/10/2020,10,11/11/2020
Ceb Distribuição S/A,Emis 03/Ser uni,Título privado de renda fixa,Anbima,ativo,07522669000192,3,uni,CEBD13,Serviço de entregas e mensagens,Oliveira Trust Dtvm SA,Banco BBM S/A,Banco do Brasil SA,Não,200000000.00,20/09/2018,20/09/2023,,Pagamento mensal no dia 20-out. Primeiro em 20-out-2018 e última no vencimento,Pagamento mensal no dia 20-out. Primeiro em 20-out-2020 e última no vencimento,Garantia Real,DI Spread,"DI + 4,00%",21/12/2020,,6.6738,09/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celeo Redes Transmissão de Energia S/A,Emis 01/Ser uni,Título privado de renda fixa,Anbima,ativo,31001230000107,1,uni,CLOR11,"Geração, transmissão e distribuição de energia elétrica",Oliveira Trust Dtvm SA,Banco BTG Pactual SA,Banco do Brasil SA,Não,565000000.00,15/11/2018,15/11/2023,,"Pagamento semestral, nos dias 15-mai e 15-nov. Primeiro em 15-mai-2019 e última no vencimento","Pagamento semestral, nos dias 15-mai e 15-nov. Primeiro em 15-mai-2019 e última no vencimento",Garantia Real,DI Spread,"DI + 0,75",21/12/2020,,4.2976,15/04/2020,,,758.270443,21/12/2020,,,,,,,4.89,496.39,2.74,97.57,2.58,95.34,,,4.00,0.00,2.76,1326.01,-5.45,-1611.06,10,9,,,-7.30,18/03/2020,15/04/2020,112,27/08/2020
Celesc Distribuição S/A,Emis 03/Ser uni,Título privado de renda fixa,Anbima,ativo,08336783000190,3,uni,CLCD13,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Santander Brasil SA,Banco Bradesco SA,Não,250000000.00,13/07/2018,13/07/2023,,"Pagamento trimestral, nos dias 13-Jan, 13-Abr, 13-Jul, 13-out. Primeiro em 13-Jan-2018","Pagamento trimestral, nos dias 13-Jan, 13-Abr, 13-Jul, 13-out. Primeiro em 13-Jan-2020",Garantia Real,DI Spread,"DI + 1,9%",21/12/2020,,3.9495,09/04/2020,,,734.590262,21/12/2020,,,,,,,3.05,309.65,3.38,120.19,3.23,119.27,,,1.94,0.30,2.06,722.23,-3.29,-971.64,10,10,,,-3.61,10/03/2020,02/04/2020,86,14/07/2020
Celesc Geração SA,Emis 02/Ser uni,Título privado de renda fixa,Anbima,ativo,08336804000178,2,uni,CLGR12,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,BB Banco de Investimento SA,Oliveira Trust DTVM SA,Não,150000000.00,01/06/2018,01/06/2023,,"Pagamento Trimestral. Nos dias 01-jun, 01-set, 01-des, 01-mar. Primeiro em 01-set-2018","Pagamento Trimestral. Nos dias 01-jun, 01-set, 01-des, 01-mar. Primeiro em 01-jun-2019",Garantia Real,DI Spread,"DI + 2,50%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,1.33,682.99,0.12,79.24,,,,,-0.02,09/11/2020,12/11/2020,6,17/11/2020
Celpe,Emis 07/Ser 02,Título privado de renda fixa,Anbima,ativo,10835932000108,7,02,CEPE27,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco Santander Brasil SA,Banco Bradesco SA,Sim,90000000.00,15/01/2017,15/01/2022,15/08/2022,Pagamento anual. Primeiro em 15-Jan-2018 e última no vencimento,Integral na data do Vencimento,Quirografária,IPCA Spread,"IPCA + 6,1827%",21/12/2020,,4.9447,27/04/2020,,,1.274024,21/12/2020,,,,,,,7.41,752.50,9.40,334.59,8.66,320.33,,,3.67,1.79,1.44,1284.78,-2.28,-672.54,10,10,,,-4.35,04/03/2020,23/03/2020,96,22/07/2020
Celpe,Emis 08/Ser uni,Título privado de renda fixa,Anbima,ativo,10835932000108,8,Uni,CEPE18,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,500000000.00,08/02/2018,08/02/2023,,Pagamento semestral. nos dias 08-Ago e 08-Fev. Primeiro em 08-Ago-2020,Pagamento semestral. nos dias 08-Ago e 08-Fev. Primeiro em 08-Ago-2020,Quirografária,DI Percentual,"117,30% do DI",21/12/2020,,189.9169,09/04/2020,,,9420.311444,21/12/2020,,,,,,,2.66,270.11,2.29,81.66,2.16,79.71,,,2.66,-0.18,2.66,931.96,-4.57,-1351.25,11,11,,,-5.17,04/03/2020,06/04/2020,128,04/09/2020
Celpe,Emis 09/Ser 01,Título privado de renda fixa,Anbima,ativo,10835932000108,9,01,CEPE19,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,Banco Itau BBA SA,Banco Bradesco SA,Sim,600000000.00,15/07/2018,15/07/2025,15/08/2024,Pagamento Semestral. nos dias 15-jul e 15-jan. Primeiro em 15-jan-2019,"3 Parcelas: 33,33% em 15-jul-2023, 33,33% em 15-jul-2024 e 33,34% no vencimento",Quirografária,IPCA Spread,"IPCA + 6,0352%",21/12/2020,,5.5495,27/04/2020,,,1183.85944,11/12/2020,,,,,,,5.56,565.17,4.38,155.80,3.36,124.13,,,8.44,0.23,3.18,1349.17,-3.90,-1153.33,7,7,,,-8.68,04/03/2020,23/03/2020,107,06/08/2020
Celpe,Emis 10/Ser 01,Título privado de renda fixa,Anbima,ativo,10835932000108,10,01,CEPE10,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,BB Banco de Investimento SA,Banco Bradesco SA,Não,300000000.00,15/04/2019,15/04/2024,,"Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2019 e último no vencimento.",Integral na data do vencimento,Quirografária,DI Percentual,"109,50% do DI",21/12/2020,,,,,,,,,,,,,,3.70,375.86,,,,,,,,,1.75,1116.62,-0.34,-215.43,,,,,-0.94,14/09/2020,02/10/2020,56,03/12/2020
Celpe,Emis 10/Ser 02,Título privado de renda fixa,Anbima,ativo,10835932000108,10,02,CEPE20,"Geração, transmissão e distribuição de energia elétrica",Simplific Pavarini DTVM Ltda,BB Banco de Investimento SA,Banco Bradesco SA,Não,200000000.00,15/04/2019,15/04/2026,,"Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2019 e último no vencimento.",2 parcelas iguais em 15-Abr-2025 e no vencimento,Quirografária,DI Percentual,111% do DI,21/12/2020,,,,,,,,,,,,,,6.87,697.63,,,,,,,,,1.99,1103.66,0.01,12.33,,,,,-0.70,10/12/2020,21/12/2020,,
Cemig Distribuição SA,Emis 03/Ser 02,Título privado de renda fixa,Anbima,ativo,06981180000116,3,2,CMDT23,"Geração, transmissão e distribuição de energia elétrica",Gdc Partners Serv Fiduciarios Dtvm Ltda,BB Banco de Investimento SA,Banco Bradesco SA,Não,1095508000.00,15/02/2013,15/02/2021,15/08/2022,"Pagamento anual, nos dias 15-Fev. Primeiro em 15-Fev-2014 e último no vencimento.","3 parcelas : 33% em 15-Fev-2019, 33% em 15-Fev-2020 e 34% em 15-Fev-2021.",Quirografária,IPCA Spread,"IPCA + 4,7%",21/12/2020,,5.6278,08/04/2020,,,539.484388,21/12/2020,,,,,,,5.98,607.82,6.32,224.90,6.14,226.98,,,2.22,1.56,1.22,776.46,-1.44,-424.74,10,9,,,-2.79,04/03/2020,08/04/2020,102,30/07/2020
Cemig Distribuição SA,Emis 03/Ser 03,Título privado de renda fixa,Anbima,ativo,06981180000116,3,3,CMDT33,"Geração, transmissão e distribuição de energia elétrica",Gdc Partners Serv Fiduciarios Dtvm Ltda,BB Banco de Investimento SA,Banco Bradesco SA,Não,653675000.00,15/02/2013,15/02/2025,15/05/2023,"Pagamento anual, nos dias 15-Fev. Primeiro em 15-Fev-2014 e último no vencimento.","4 parcelas iguais em 15-Fev-2022, 15-Fev-2023, 15-Fev-2024 e 15-Fev-2025.",Quirografária,IPCA Spread,"IPCA + 5,1%",21/12/2020,,6.539,27/04/2020,,,1639.93232,21/12/2020,,,,,,,9.64,979.62,8.42,299.83,7.63,282.21,,,6.73,0.86,2.46,1426.42,-4.11,-1215.05,10,10,,,-8.62,03/03/2020,27/04/2020,109,07/08/2020
Cemig Distribuição SA,Emis 07/Ser 01,Título privado de renda fixa,Anbima,ativo,06981180000116,7,01,CMGD17,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,BB Banco de Investimento SA,Banco Bradesco SA,Não,2160000000.00,15/06/2019,15/06/2024,,Pagamento mensal. Primeiro em 15-Jul-2020,Pagamento mensal. Primeiro em 15-ago-2019,Quirografária,DI Spread,"DI + 0,4540%",21/12/2020,,5.5061,14/04/2020,,,853.973445,21/12/2020,,,,,,,5.56,564.32,2.91,103.70,2.76,101.96,,,2.76,0.05,2.11,992.05,-6.05,-1789.37,11,10,,,-7.49,06/03/2020,14/04/2020,108,11/08/2020
Cemig Distribuição SA,Emis 07/Ser 02,Título privado de renda fixa,Anbima,ativo,06981180000116,7,02,CMGD27,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,BB Banco de Investimento SA,Banco Bradesco SA,Sim,1500000000.00,15/06/2019,15/06/2026,15/08/2026,Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2019,2 Parcelas: 50% em 15-jun-2025 e 50% em 15-jun-2026,Quirografária,IPCA Spread,"IPCA + 4,10%",21/12/2020,,6.8258,23/03/2020,,,1073.641815,21/12/2020,,,,,,,9.94,1009.85,11.10,394.98,10.09,373.18,,,9.98,0.87,4.33,2776.00,-8.68,-2564.11,9,9,,,-12.40,04/03/2020,23/03/2020,83,03/07/2020
Cemig Geração e Transm SA,Emis 03/Ser 03,Título privado de renda fixa,Anbima,ativo,06981176000158,3,3,CMTR33,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,HSBC Ctvm SA,Banco Bradesco SA,Não,670000000.00,15/02/2012,15/02/2022,15/08/2022,"Pagamento anual, nos dias 15-Fev. Primeiro em 15-Fev-2013 e último no vencimento.","3 parcelas: 33% em 15-Fev-2020, 33% em 15-Fev-2021 e 34% no vencimento.",Quirografária,IPCA Spread,"IPCA + 6,20%",21/12/2020,,5.5506,16/04/2020,,,1174.895973,21/12/2020,,,,,,,7.83,794.87,7.98,284.20,7.64,282.47,,,4.05,1.28,1.81,1208.31,-2.62,-775.71,10,9,,,-3.65,04/03/2020,16/04/2020,107,06/08/2020
Centrais Eolicas Assurua II Spe S/A,Emis 01/Ser uni,Título privado de renda fixa,Anbima,ativo,24274124000123,1,uni,CEAD11,"Geração, transmissão e distribuição de energia elétrica",Vortx DTVM Ltda,Banco Itau BBA SA,Itau Unibanco SA,Sim,158000000.00,15/04/2018,15/06/2030,15/08/2026,"Pagamento semestral, nos dias 15-Dez e 15-Jun. Primeiro em 15-Dez-2018 e última no vencimento","Pagamento semestral, nos dias 15-Dez e 15-Jun. Primeiro em 15-Dez-2018 e última no vencimento",Garantia Real,IPCA Spread,"IPCA + 6,6605%",21/12/2020,,6.4175,23/03/2020,,,1090.517047,18/12/2020,,,,,,,9.06,919.90,8.56,304.55,7.39,273.17,,,10.24,0.61,4.59,2603.08,-6.28,-1857.01,7,7,,,-10.48,04/03/2020,23/03/2020,93,17/07/2020
